"dept_code","activity_code","doc","est_last_year_5","est_last_year_4","est_last_year_3","est_last_year_2","est_last_year","est_this_year"
"SSHRC","AQB00","ME",173429819,173584311.00,172834808.00,173493111.00,174512591,
"SSHRC","AQB00","SEB",-70341,-5834.00,,-130000.00,757586,
"SSHRC","AQB00","SEC",,-34999.00,-70000.00,,4841381,
"SSHRC","AQD00","ME",332825880,332572946.00,341675018.00,341615386.00,369620441,
"SSHRC","AQD00","SEA",,,,9000000.00,,
"SSHRC","AQD00","SEB",-778970,8156292.00,,18037841.00,-880380,
"SSHRC","AQD00","SEC",,,-951589.00,,-6486,
"SSHRC","AQZ00","ME",,,,2494438.00,13506758,
"SSHRC","AQZ00","SEA",,,1.00,,,
"SSHRC","AQZ00","SEB",,,,4867871.00,,
"SSHRC","AQZ00","SEC",,,1912756.00,595390.00,,
"SSHRC","BMS00","ME",25889091,27204962.00,30186058.00,28590819.00,29484082,
"SSHRC","BMS00","SEA",3317770,,,,,
"SSHRC","BMS00","SEB",1649327,5069000.00,,1343734.00,,
"SSHRC","BMS00","SEC",3021543,,942500.00,230001.00,311529,
"SSHRC","BNT00","ME",,,,,,403293625
"SSHRC","BNT00","SEA",,,,,,4140162
"SSHRC","BNT00","SEB",,,,,,1839043
"SSHRC","BNU00","ME",,,,,,369637453
"SSHRC","BNU00","SEA",,,,,,-805857
"SSHRC","ISC00","ME",15369799,15605199.00,16142936.00,14029252.00,12188608,
"SSHRC","ISC00","SEB",163522,344500.00,,210000.00,302500,
"SSHRC","ISC00","SEC",-64192,,,,,
"SSHRC","ISS00","ME",,,,,,13217940
"SWC","BWH00","ME",,,,,,52869386
"SWC","BWH00","SEB",,,,,,571833
"SWC","CCA00","ME",2135462,2136900.00,2142013.00,2144659.00,3153970,
"SWC","CCA00","SEB",,150000.00,,1382100.00,-95250,
"SWC","CCA00","SEC",41751,,,,2248116,
"SWC","CCB00","ME",24286364,24267723.00,23155089.00,25341251.00,28798443,
"SWC","CCB00","SEA",,,713133.00,,,
"SWC","CCB00","SEB",,,,499400.00,-50000,
"SWC","CCB00","SEC",83300,,181001.00,,541315,
"SWC","ISC00","ME",3195341,3203107.00,4245975.00,4250414.00,6025008,
"SWC","ISC00","SEA",,,232233.00,,,
"SWC","ISC00","SEB",1600000,,,2299100.00,3423196,
"SWC","ISC00","SEC",83300,,,,259652,
"SWC","ISS00","ME",,,,,,9475409
"SWC","ISS00","SEB",,,,,,95090
"TBC","BJV00","ME",5420474397,7106195208.00,6645161074.00,6333254397.00,,
"TBC","BJV00","SEA",,,,1909207.00,,
"TBC","BJV00","SEB",1768010928,151651354.00,519572387.00,-50874975.00,,
"TBC","BJV00","SEC",73303264,646132199.00,469200000.00,716848569.00,,
"TBC","BKG00","ME",53841513,51725463.00,,,,
"TBC","BKG00","SEB",-2832500,-250000.00,,,,
"TBC","BKH00","ME",51859283,64550201.00,,,,
"TBC","BKH00","SEA",,74920000.00,,,,
"TBC","BKH00","SEB",1487549,-799706.00,,,,
"TBC","BKH00","SEC",1835993,,,,,
"TBC","BKI00","ME",32866405,31791958.00,,,,
"TBC","BKJ00","ME",32613027,32235681.00,,,,
"TBC","BXA00","ME",,,,,3596236789,10662340900
"TBC","BXA00","SEA",,,,,625000000,788897556
"TBC","BXA00","SEB",,,,,654565472,303764681
"TBC","BXA00","SEC",,,,,286120434,
"TBC","BXB00","ME",,,,,61764271,74523877
"TBC","BXB00","SEA",,,,,24800000,18051280
"TBC","BXB00","SEB",,,,,23622425,181764
"TBC","BXB00","SEC",,,,,4914316,
"TBC","BXC00","ME",,,,,2793646260,2798285112
"TBC","BXC00","SEA",,,,,,8367656
"TBC","BXC00","SEB",,,,,260063352,3107000000
"TBC","BXC00","SEC",,,,,627863794,
"TBC","BXD00","ME",,,,,4663000,6361066
"TBC","BXD00","SEA",,,,,1665423,
"TBC","DAC00","ME",,,47506141.00,49543385.00,,
"TBC","DAC00","SEA",,,,2144000.00,,
"TBC","DAC00","SEB",,,,172655.00,,
"TBC","DAD00","ME",,,73826361.00,67614269.00,,
"TBC","DAD00","SEA",,,,415600.00,,
"TBC","DAD00","SEC",,,96346.00,3321480.00,,
"TBC","DAE00","ME",,,50671220.00,53732931.00,,
"TBC","DAE00","SEA",,,16067000.00,41117792.00,,
"TBC","DAE00","SEB",,,,91184422.00,,
"TBC","DAE00","SEC",,,43890362.00,2465495.00,,
"TBC","ISC00","ME",71245143,78425603.00,75279537.00,66661047.00,,
"TBC","ISC00","SEA",,,1088016.00,,,
"TBC","ISC00","SEB",4073476,,,1243815.00,,
"TBC","ISC00","SEC",-259764,,-1298326.00,453410.00,,
"TBC","ISS00","ME",,,,,85551044,77268537
"TBC","ISS00","SEA",,,,,169453,210934
"TBC","ISS00","SEB",,,,,1363384,5937
"TBC","ISS00","SEC",,,,,1236583,
"TC","BAY00","ME",11972730,24854622.00,24473890.00,21711678.00,23746340,
"TC","BAY00","SEA",,,,152218.00,1550938,
"TC","BAY00","SEB",-25573,180000.00,,2896897.00,4367114,
"TC","BAZ00","ME",538237383,702272494.00,576569290.00,259603003.00,114474688,
"TC","BAZ00","SEA",,,-15425964.00,,,
"TC","BAZ00","SEB",11640093,8838696.00,,-2874232.00,1415320,
"TC","BAZ00","SEC",-13400000,,19347368.00,,-698500,
"TC","BBC00","ME",320633244,333815823.00,399495001.00,415437562.00,488050696,
"TC","BBC00","SEA",,,48495700.00,55836921.00,239984,
"TC","BBC00","SEB",3875877,138223701.00,,7055437.00,44439722,
"TC","BBC00","SEC",13400000,,5100315.00,,,
"TC","BBD00","ME",15333651,,,,,
"TC","BBD00","SEB",-19044,,,,,
"TC","BBH00","ME",37144563,38992028.00,29417677.00,12017045.00,27911832,
"TC","BBH00","SEA",,,270000.00,26492130.00,,
"TC","BBH00","SEB",-33,,,,7046415,
"TC","BBI00","ME",2299329,18074900.00,31902400.00,29181758.00,18410376,
"TC","BBI00","SEA",,,,1043053.00,10709912,
"TC","BBI00","SEB",10725208,1850000.00,,475000.00,,
"TC","BBI00","SEC",,5301243.00,,,,
"TC","BBN00","ME",30761717,29171557.00,33906726.00,13132224.00,56475221,
"TC","BBN00","SEA",,,,35387862.00,5272321,
"TC","BBN00","SEB",179460,7832886.00,,2587610.00,4426304,
"TC","BBN00","SEC",,,2924242.00,,,
"TC","BBO00","ME",214648721,170709221.00,173447956.00,179090581.00,185527899,
"TC","BBO00","SEA",,,9500000.00,,,
"TC","BBO00","SEB",-343218,-15000.00,,-36859.00,3571422,
"TC","BBO00","SEC",,,,,12400,
"TC","BBU00","ME",57756667,56003982.00,57475536.00,56814328.00,55107933,
"TC","BBU00","SEA",,,,3438361.00,27180444,
"TC","BBU00","SEB",-104458,,,1351648.00,-369793,
"TC","BBU00","SEC",,,913011.00,,-4067,
"TC","BCK00","ME",33847086,34265437.00,35707671.00,35124187.00,52895273,
"TC","BCK00","SEB",-47640,,,6268104.00,2609706,
"TC","BCN00","ME",24751952,20905007.00,22723248.00,22077988.00,30597609,
"TC","BCN00","SEA",,,,1200000.00,,
"TC","BCN00","SEB",-12127,,,3861824.00,2725103,
"TC","BCO00","ME",13159659,14727734.00,15322623.00,15841719.00,38374885,
"TC","BCO00","SEB",-19425,,,19352515.00,,
"TC","BCO00","SEC",,,,,1600,
"TC","BCQ00","ME",33357783,31672052.00,29791738.00,29781105.00,29541304,
"TC","BCQ00","SEB",-37802,-125322.00,,,,
"TC","BCQ00","SEC",141901,,,,10500,
"TC","BCR00","ME",14897654,12788946.00,12872129.00,12950665.00,13123176,
"TC","BCR00","SEA",,,,,952754,
"TC","BCR00","SEB",-20459,,,117715.00,,
"TC","BCR00","SEC",,,,,39318,
"TC","BCT00","ME",4807985,4739231.00,4703731.00,4586439.00,6510672,
"TC","BCT00","SEB",-7077,,,1277449.00,,
"TC","BTW00","ME",,,,,,440882904
"TC","BTW00","SEA",,,,,,15831985
"TC","BTW00","SEB",,,,,,1726454
"TC","BTX00","ME",,,,,,187851477
"TC","BTX00","SEA",,,,,,8193429
"TC","BTX00","SEB",,,,,,3131991
"TC","BTY00","ME",,,,,,712185680
"TC","BTY00","SEA",,,,,,6405394
"TC","BTY00","SEB",,,,,,12470567
"TC","CHA00","ME",11233308,11153164.00,10890897.00,11363639.00,12017844,
"TC","CHA00","SEA",,,,,2309611,
"TC","CHA00","SEB",-440685,,,894533.00,,
"TC","CHA00","SEC",,,,,691786,
"TC","ISC00","ME",147174930,151536296.00,156311765.00,147193676.00,150066801,
"TC","ISC00","SEA",,,,2387650.00,6944156,
"TC","ISC00","SEB",-114926,-653000.00,,4021130.00,2270891,
"TC","ISC00","SEC",,299099.00,-723501.00,-493845.00,122678,
"TC","ISS00","ME",,,,,,174032977
"TC","ISS00","SEA",,,,,,1521047
"TC","ISS00","SEB",,,,,,489820
"TOUR","AOB00","ME",57832802,57972388.00,57975770.00,70475770.20,95475770,
"TOUR","AOB00","SEA",,,,25000000.00,,
"TOUR","AOB00","SEC",,,5000000.00,,,
"TOUR","BKZ00","ME",,,,,,95655544
"TOUR","BKZ00","SEB",,,,,,3000000
"TRC","BJW00","ME",6780860,1719718.00,2663458.00,,,
"TRC","BJW00","SEA",,2993108.00,,,,
"TRC","BJW00","SEB",62001,555537.00,,,,
"TRC","ISC00","ME",2906085,350000.00,996700.00,,,
"TRC","ISC00","SEA",,528195.00,,,,
"TRC","ISC00","SEB",,297805.00,,,,
"VAC","BBX00","ME",1148533019,1100616904.00,1094951813.00,1089248862.00,1141330144,
"VAC","BBX00","SEA",,,8284197.00,,,
"VAC","BBX00","SEB",8723358,4040598.00,,46462223.00,4191382,
"VAC","BBX00","SEC",,,3247564.00,59158828.00,46541873,
"VAC","BCJ00","ME",5855217,5790009.00,5779872.00,5306217.00,5234308,
"VAC","BCX00","ME",41423499,50034622.00,50557923.00,46317506.00,45585347,
"VAC","BCX00","SEB",8308000,3419722.00,,13640000.00,9482500,
"VAC","BCX00","SEC",783121,,-1759000.00,-1373000.00,-2846000,
"VAC","BNC00","ME",2218915506,2131096720.00,2075599433.00,2141757279.00,2853756218,
"VAC","BNC00","SEA",,,8000000.00,,,
"VAC","BNC00","SEB",,3177900.00,,1726968.00,,
"VAC","BNC00","SEC",,,104873297.00,8216000.00,176547000,
"VAC","BND00","ME",156903321,223360801.00,228636029.00,278039229.00,572051974,
"VAC","BND00","SEA",,,7495562.00,,,
"VAC","BND00","SEB",3417000,211860.00,,61636438.00,382188,
"VAC","BND00","SEC",,,4977785.00,68847000.00,-43070000,
"VAC","BWI00","ME",,,,,,4263463384
"VAC","BWI00","SEA",,,,,,22311404
"VAC","BWI00","SEB",,,,,,326204757
"VAC","BWJ00","ME",,,,,,42409890
"VAC","BWJ00","SEA",,,,,,430000
"VAC","BWJ00","SEB",,,,,,-2727000
"VAC","BWK00","ME",,,,,,5386623
"VAC","ISC00","ME",66268772,66079710.00,66553105.00,67612609.00,73441591,
"VAC","ISC00","SEB",-258954,,,6496200.00,12057800,
"VAC","ISC00","SEC",-679310,,2871208.00,,,
"VAC","ISS00","ME",,,,,,83294535
"VAC","ISS00","SEA",,,,,,28876609
"VAC","ISS00","SEB",,,,,,-300000
"VIA","BIZ00","ME",187783000,183061756.00,330077000.00,382830000.00,221004897,
"VIA","BIZ00","SEA",99000000,101600000.00,26200000.00,6930000.00,235397834,
"VIA","BIZ00","SEB",152600000,148600000.00,,35690000.00,,
"VIA","BIZ00","SEC",,,38790134.00,,,
"VIA","BTZ00","ME",,,,,,538088193
"VIA","BTZ00","SEB",,,,,,106782805
"VRAB","BWL00","ME",,,,,,10903737
"VRAB","BWL00","SEA",,,,,,99196
"VRAB","LJQ00","ME",11556729,10887938.00,10896563.00,10921149.00,10790952,
"WDBA","BTQ00","ME",,,,,,195992153
"WDBA","BTQ00","SEA",,,,,,283605894
"WDBA","CHB00","ME",,,58469905.00,215989827.00,258916050,
"WDBA","CHB00","SEA",,5661030.00,402625007.00,,,
"WDBA","CHB00","SEB",,,,350584925.00,58901350,
"WDBA","CHB00","SEC",,2403354.00,,2607001.00,,
"WDO","BCE00","ME",57604411,34432043.00,34862792.00,57322492.00,80086272,
"WDO","BCE00","SEA",,,,23100000.00,11936079,
"WDO","BCE00","SEB",4364918,75000.00,,,10773978,
"WDO","BCE00","SEC",,,,4600000.00,,
"WDO","BCW00","ME",7113497,10741002.00,10145094.00,8414266.00,8665668,
"WDO","BCW00","SEB",1477557,,,,,
"WDO","BNW00","ME",,,,,,137648489
"WDO","BNW00","SEA",,,,,,53521644
"WDO","CJA00","ME",93227813,100598774.00,100520050.00,95135450.00,98714063,
"WDO","CJA00","SEB",7843162,4294026.00,,1427010.00,757695,
"WDO","CJA00","SEC",,,3515119.00,,5000000,
"WDO","ISC00","ME",20755128,13136133.00,14385978.00,12519328.00,12153056,
"WDO","ISC00","SEB",-12304,,,,,
"WDO","ISS00","ME",,,,,,11914889

